label,"transform  {A:7.320508075688773, B:12.679491924311227}",angle,transform[0].x,transform[0].y,transform[1].x,transform[1].y,transform[2].x,transform[2].y
"Phi","((67.5)*A + (31.5)*B*√3)-((-22.5)*B + (24.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,1185.922308261581,-25.358983848622415
"Gamma1","((67.5)*A + (33.0)*B*√3)-((-21.0)*B + (25.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,1218.8645946021807,-57.05771365940046
"Gamma2","((69.0)*A + (32.0)*B*√3)-((-21.0)*B + (24.0)*A*√3)*i",90,0.0,1.0,-1.0,0.0,1207.8838324886474,-38.03847577293368
"Psi","((58.5)*A + (23.0)*B*√3)+((27.0)*B + (-12.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,933.3647796503185,183.8526329025128
"Delta","((58.5)*A + (23.0)*B*√3)+((27.0)*B + (-13.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,933.3647796503185,171.1731409782016
"Psi","((57.0)*A + (22.5)*B*√3)+((25.5)*B + (-13.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,911.4032554232522,158.49364905389035
"Phi","((58.5)*A + (22.5)*B*√3)+((25.5)*B + (-13.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,922.3840175367853,152.15390309173475
"Sigma","((60.0)*A + (22.5)*B*√3)+((25.5)*B + (-13.0)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,933.3647796503185,158.49364905389035
"Psi","((60.0)*A + (23.5)*B*√3)+((25.5)*B + (-14.0)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,955.3263038773848,145.81415712957912
"Phi","((60.0)*A + (23.5)*B*√3)+((25.5)*B + (-13.0)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,955.3263038773848,158.49364905389035
"Gamma1","((61.5)*A + (23.5)*B*√3)+((28.5)*B + (-12.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,966.3070659909181,202.87187078897963
"Gamma2","((58.5)*A + (24.0)*B*√3)+((27.0)*B + (-12.5)*A*√3)*i",-150,-0.8660254037844386,-0.5,0.5,-0.8660254037844386,955.3263038773848,183.8526329025128
"Xi","((64.5)*A + (23.5)*B*√3)+((31.5)*B + (-10.5)*A*√3)*i",0,1.0,0.0,0.0,1.0,988.2685902179844,266.26933041053576
"Delta","((63.0)*A + (23.5)*B*√3)+((31.5)*B + (-11.0)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,977.2878281044511,259.9295844483802
"Xi","((63.0)*A + (22.5)*B*√3)+((31.5)*B + (-10.0)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,955.3263038773848,272.6090763726914
"Phi","((63.0)*A + (22.5)*B*√3)+((31.5)*B + (-11.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,955.3263038773848,259.9295844483802
"Sigma","((64.5)*A + (22.5)*B*√3)+((31.5)*B + (-11.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,966.307065990918,253.58983848622455
"Pi","((63.0)*A + (23.0)*B*√3)+((30.0)*B + (-12.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,966.307065990918,228.23085463760208
"Phi","((64.5)*A + (23.0)*B*√3)+((30.0)*B + (-11.5)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,977.2878281044511,234.5706005997577
"Gamma1","((66.0)*A + (24.5)*B*√3)+((31.5)*B + (-12.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,1021.2108765585838,247.25009252406892
"Gamma2","((64.5)*A + (24.0)*B*√3)+((30.0)*B + (-10.5)*A*√3)*i",150,-0.8660254037844386,0.5,-0.5,-0.8660254037844386,999.2493523315175,247.25009252406892
"Psi","((63.0)*A + (21.0)*B*√3)+((33.0)*B + (-7.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,922.3840175367853,329.6667900320919
"Delta","((61.5)*A + (21.0)*B*√3)+((33.0)*B + (-7.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,911.4032554232522,323.3270440699363
"Pi","((61.5)*A + (20.0)*B*√3)+((33.0)*B + (-6.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,889.4417311961859,336.00653599424754
"Phi","((61.5)*A + (20.0)*B*√3)+((33.0)*B + (-7.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,889.4417311961859,323.3270440699363
"Sigma","((63.0)*A + (20.0)*B*√3)+((33.0)*B + (-8.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,900.422493309719,316.9872981077807
"Psi","((61.5)*A + (20.5)*B*√3)+((31.5)*B + (-8.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,900.4224933097191,291.62831425915823
"Phi","((63.0)*A + (20.5)*B*√3)+((31.5)*B + (-8.0)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,911.4032554232522,297.96806022131386
"Gamma1","((64.5)*A + (22.0)*B*√3)+((33.0)*B + (-8.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,955.3263038773848,310.64755214562507
"Gamma2","((63.0)*A + (21.5)*B*√3)+((31.5)*B + (-7.0)*A*√3)*i",150,-0.8660254037844386,0.5,-0.5,-0.8660254037844386,933.3647796503185,310.64755214562507
"Psi","((69.0)*A + (23.5)*B*√3)+((34.5)*B + (-9.0)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,1021.2108765585838,323.3270440699363
"Delta","((67.5)*A + (23.5)*B*√3)+((34.5)*B + (-8.5)*A*√3)*i",0,1.0,0.0,0.0,1.0,1010.2301144450507,329.6667900320919
"Psi","((69.0)*A + (23.0)*B*√3)+((36.0)*B + (-8.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,1010.2301144450506,355.0257738807144
"Phi","((67.5)*A + (23.0)*B*√3)+((36.0)*B + (-8.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,999.2493523315175,348.68602791855875
"Sigma","((67.5)*A + (23.0)*B*√3)+((36.0)*B + (-9.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,999.2493523315175,336.00653599424754
"Pi","((66.0)*A + (22.5)*B*√3)+((34.5)*B + (-9.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,977.2878281044511,323.3270440699363
"Phi","((67.5)*A + (22.5)*B*√3)+((34.5)*B + (-9.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,988.2685902179843,316.9872981077807
"Gamma1","((67.5)*A + (24.0)*B*√3)+((33.0)*B + (-10.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,1021.2108765585838,285.2885682970026
"Gamma2","((69.0)*A + (23.0)*B*√3)+((33.0)*B + (-9.0)*A*√3)*i",90,0.0,1.0,-1.0,0.0,1010.2301144450506,304.30780618346944
"Xi","((69.0)*A + (25.5)*B*√3)+((31.5)*B + (-13.0)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,1065.1339250127164,234.5706005997577
"Delta","((69.0)*A + (25.5)*B*√3)+((31.5)*B + (-12.0)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,1065.1339250127164,247.25009252406892
"Xi","((70.5)*A + (26.0)*B*√3)+((33.0)*B + (-12.5)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,1087.0954492397827,259.9295844483802
"Phi","((69.0)*A + (26.0)*B*√3)+((33.0)*B + (-12.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,1076.1146871262495,266.26933041053576
"Sigma","((67.5)*A + (26.0)*B*√3)+((33.0)*B + (-12.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,1065.1339250127164,259.9295844483802
"Pi","((67.5)*A + (25.0)*B*√3)+((33.0)*B + (-11.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,1043.17240078565,272.6090763726914
"Lambda","((67.5)*A + (25.0)*B*√3)+((33.0)*B + (-12.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,1043.17240078565,259.9295844483802
"Gamma1","((66.0)*A + (25.0)*B*√3)+((30.0)*B + (-13.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,1032.191638672117,215.55136271329087
"Gamma2","((69.0)*A + (24.5)*B*√3)+((31.5)*B + (-13.0)*A*√3)*i",30,0.8660254037844386,0.5,-0.5,0.8660254037844386,1043.17240078565,234.5706005997577
"Psi","((75.0)*A + (27.5)*B*√3)+((34.5)*B + (-14.0)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,1152.9800219209817,259.9295844483802
"Delta","((75.0)*A + (27.5)*B*√3)+((34.5)*B + (-13.0)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,1152.9800219209817,272.6090763726914
"Psi","((76.5)*A + (28.0)*B*√3)+((36.0)*B + (-13.5)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,1174.941546148048,285.2885682970026
"Phi","((75.0)*A + (28.0)*B*√3)+((36.0)*B + (-13.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,1163.960784034515,291.62831425915823
"Sigma","((73.5)*A + (28.0)*B*√3)+((36.0)*B + (-13.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,1152.980021920982,285.2885682970026
"Psi","((73.5)*A + (27.0)*B*√3)+((36.0)*B + (-12.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,1131.0184976939154,297.96806022131386
"Phi","((73.5)*A + (27.0)*B*√3)+((36.0)*B + (-13.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,1131.0184976939154,285.2885682970026
"Gamma1","((72.0)*A + (27.0)*B*√3)+((33.0)*B + (-14.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,1120.037735580382,240.91034656191331
"Gamma2","((75.0)*A + (26.5)*B*√3)+((34.5)*B + (-14.0)*A*√3)*i",30,0.8660254037844386,0.5,-0.5,0.8660254037844386,1131.0184976939154,259.9295844483802
"Psi","((69.0)*A + (27.0)*B*√3)+((30.0)*B + (-16.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,1098.0762113533158,177.5128869403572
"Delta","((70.5)*A + (27.0)*B*√3)+((30.0)*B + (-15.5)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,1109.056973466849,183.8526329025128
"Psi","((70.5)*A + (28.0)*B*√3)+((30.0)*B + (-16.5)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,1131.0184976939154,171.1731409782016
"Phi","((70.5)*A + (28.0)*B*√3)+((30.0)*B + (-15.5)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,1131.0184976939154,183.8526329025128
"Sigma","((69.0)*A + (28.0)*B*√3)+((30.0)*B + (-15.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,1120.0377355803823,190.19237886466843
"Pi","((70.5)*A + (27.5)*B*√3)+((31.5)*B + (-14.5)*A*√3)*i",0,1.0,0.0,0.0,1.0,1120.037735580382,215.55136271329087
"Phi","((69.0)*A + (27.5)*B*√3)+((31.5)*B + (-15.0)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,1109.056973466849,209.21161675113527
"Gamma1","((67.5)*A + (26.0)*B*√3)+((30.0)*B + (-14.5)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,1065.1339250127164,196.53212482682403
"Gamma2","((69.0)*A + (26.5)*B*√3)+((31.5)*B + (-16.0)*A*√3)*i",-30,0.8660254037844386,-0.5,0.5,0.8660254037844386,1087.0954492397827,196.53212482682403
"Pi","((66.0)*A + (25.5)*B*√3)+((28.5)*B + (-14.0)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,1043.17240078565,183.8526329025128
"Delta","((64.5)*A + (25.5)*B*√3)+((28.5)*B + (-13.5)*A*√3)*i",0,1.0,0.0,0.0,1.0,1032.1916386721168,190.19237886466843
"Theta","((64.5)*A + (25.0)*B*√3)+((30.0)*B + (-13.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,1021.2108765585838,209.21161675113527
"Sigma","((64.5)*A + (25.0)*B*√3)+((30.0)*B + (-14.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,1021.2108765585838,196.53212482682403
"Xi","((63.0)*A + (24.5)*B*√3)+((28.5)*B + (-14.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,999.2493523315175,183.8526329025128
"Phi","((64.5)*A + (24.5)*B*√3)+((28.5)*B + (-14.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,1010.2301144450507,177.5128869403572
"Gamma1","((64.5)*A + (26.0)*B*√3)+((27.0)*B + (-15.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,1043.17240078565,145.81415712957912
"Gamma2","((66.0)*A + (25.0)*B*√3)+((27.0)*B + (-14.0)*A*√3)*i",90,0.0,1.0,-1.0,0.0,1032.191638672117,164.83339501604596
"Psi","((51.0)*A + (27.5)*B*√3)-((-13.5)*B + (24.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,977.2878281044511,-133.13466520526788
"Delta","((52.5)*A + (27.5)*B*√3)-((-13.5)*B + (24.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,988.2685902179842,-139.47441116742345
"Psi","((51.0)*A + (28.0)*B*√3)-((-12.0)*B + (25.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,988.2685902179844,-164.83339501604593
"Phi","((52.5)*A + (28.0)*B*√3)-((-12.0)*B + (24.5)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,999.2493523315175,-158.4936490538903
"Sigma","((52.5)*A + (28.0)*B*√3)-((-12.0)*B + (23.5)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,999.2493523315175,-145.8141571295791
"Psi","((54.0)*A + (28.5)*B*√3)-((-13.5)*B + (24.0)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,1021.2108765585838,-133.13466520526788
"Phi","((52.5)*A + (28.5)*B*√3)-((-13.5)*B + (23.5)*A*√3)*i",0,1.0,0.0,0.0,1.0,1010.2301144450505,-126.79491924311225
"Gamma1","((52.5)*A + (27.0)*B*√3)-((-15.0)*B + (22.5)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,977.2878281044511,-95.0961894323342
"Gamma2","((51.0)*A + (28.0)*B*√3)-((-15.0)*B + (24.0)*A*√3)*i",-90,0.0,-1.0,1.0,0.0,988.2685902179844,-114.11542731880104
"Xi","((51.0)*A + (25.5)*B*√3)-((-16.5)*B + (20.0)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,933.3647796503185,-44.378221735089284
"Delta","((51.0)*A + (25.5)*B*√3)-((-16.5)*B + (21.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,933.3647796503185,-57.05771365940052
"Xi","((49.5)*A + (25.0)*B*√3)-((-15.0)*B + (20.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,911.4032554232522,-69.73720558371173
"Phi","((51.0)*A + (25.0)*B*√3)-((-15.0)*B + (21.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,922.3840175367854,-76.07695154586736
"Sigma","((52.5)*A + (25.0)*B*√3)-((-15.0)*B + (20.5)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,933.3647796503185,-69.73720558371173
"Pi","((52.5)*A + (26.0)*B*√3)-((-15.0)*B + (21.5)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,955.3263038773848,-82.41669750802293
"Phi","((52.5)*A + (26.0)*B*√3)-((-15.0)*B + (20.5)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,955.3263038773848,-69.73720558371173
"Gamma1","((54.0)*A + (26.0)*B*√3)-((-18.0)*B + (20.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,966.3070659909179,-25.358983848622444
"Gamma2","((51.0)*A + (26.5)*B*√3)-((-16.5)*B + (20.0)*A*√3)*i",-150,-0.8660254037844386,-0.5,0.5,-0.8660254037844386,955.3263038773848,-44.378221735089284
"Psi","((45.0)*A + (23.5)*B*√3)-((-13.5)*B + (19.0)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,845.5186827420533,-69.73720558371173
"Delta","((45.0)*A + (23.5)*B*√3)-((-13.5)*B + (20.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,845.5186827420533,-82.41669750802296
"Psi","((43.5)*A + (23.0)*B*√3)-((-12.0)*B + (19.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,823.5571585149869,-95.0961894323342
"Phi","((45.0)*A + (23.0)*B*√3)-((-12.0)*B + (20.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,834.5379206285202,-101.4359353944898
"Sigma","((46.5)*A + (23.0)*B*√3)-((-12.0)*B + (19.5)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,845.5186827420532,-95.0961894323342
"Psi","((46.5)*A + (24.0)*B*√3)-((-12.0)*B + (20.5)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,867.4802069691195,-107.7756813566454
"Phi","((46.5)*A + (24.0)*B*√3)-((-12.0)*B + (19.5)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,867.4802069691195,-95.0961894323342
"Gamma1","((48.0)*A + (24.0)*B*√3)-((-15.0)*B + (19.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,878.4609690826527,-50.71796769724489
"Gamma2","((45.0)*A + (24.5)*B*√3)-((-13.5)*B + (19.0)*A*√3)*i",-150,-0.8660254037844386,-0.5,0.5,-0.8660254037844386,867.4802069691196,-69.73720558371173
"Psi","((51.0)*A + (24.0)*B*√3)+((18.0)*B + (-17.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,900.4224933097189,12.679491924311236
"Delta","((49.5)*A + (24.0)*B*√3)+((18.0)*B + (-17.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,889.4417311961859,6.339745962155632
"Psi","((49.5)*A + (23.0)*B*√3)+((18.0)*B + (-16.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,867.4802069691195,19.01923788646687
"Phi","((49.5)*A + (23.0)*B*√3)+((18.0)*B + (-17.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,867.4802069691195,6.339745962155632
"Sigma","((51.0)*A + (23.0)*B*√3)+((18.0)*B + (-18.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,878.4609690826527,0.0
"Pi","((49.5)*A + (23.5)*B*√3)-((-16.5)*B + (18.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,878.4609690826528,-25.358983848622444
"Phi","((51.0)*A + (23.5)*B*√3)-((-16.5)*B + (18.0)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,889.4417311961859,-19.01923788646684
"Gamma1","((52.5)*A + (25.0)*B*√3)-((-18.0)*B + (18.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,933.3647796503185,-6.339745962155604
"Gamma2","((51.0)*A + (24.5)*B*√3)-((-16.5)*B + (17.0)*A*√3)*i",150,-0.8660254037844386,0.5,-0.5,-0.8660254037844386,911.4032554232522,-6.339745962155604
"Xi","((57.0)*A + (26.5)*B*√3)+((19.5)*B + (-19.0)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,999.2493523315175,6.339745962155632
"Delta","((55.5)*A + (26.5)*B*√3)+((19.5)*B + (-18.5)*A*√3)*i",0,1.0,0.0,0.0,1.0,988.2685902179844,12.679491924311236
"Xi","((57.0)*A + (26.0)*B*√3)+((21.0)*B + (-18.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,988.2685902179842,38.03847577293368
"Phi","((55.5)*A + (26.0)*B*√3)+((21.0)*B + (-18.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,977.2878281044511,31.698729810778076
"Sigma","((55.5)*A + (26.0)*B*√3)+((21.0)*B + (-19.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,977.2878281044511,19.01923788646684
"Pi","((54.0)*A + (25.5)*B*√3)+((19.5)*B + (-19.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,955.3263038773848,6.339745962155632
"Lambda","((55.5)*A + (25.5)*B*√3)+((19.5)*B + (-19.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,966.3070659909179,0.0
"Gamma1","((55.5)*A + (27.0)*B*√3)-((-18.0)*B + (20.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,999.2493523315175,-31.698729810778048
"Gamma2","((57.0)*A + (26.0)*B*√3)-((-18.0)*B + (19.0)*A*√3)*i",90,0.0,1.0,-1.0,0.0,988.2685902179842,-12.679491924311208
"Psi","((61.5)*A + (26.0)*B*√3)+((24.0)*B + (-16.5)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,1021.2108765585838,95.09618943233423
"Delta","((60.0)*A + (26.0)*B*√3)+((24.0)*B + (-16.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,1010.2301144450505,101.43593539448983
"Xi","((61.5)*A + (25.5)*B*√3)+((25.5)*B + (-15.5)*A*√3)*i",0,1.0,0.0,0.0,1.0,1010.2301144450505,126.79491924311228
"Phi","((60.0)*A + (25.5)*B*√3)+((25.5)*B + (-16.0)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,999.2493523315175,120.45517328095667
"Sigma","((60.0)*A + (25.5)*B*√3)+((25.5)*B + (-17.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,999.2493523315175,107.77568135664544
"Psi","((58.5)*A + (25.0)*B*√3)+((24.0)*B + (-16.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,977.2878281044511,95.09618943233423
"Phi","((60.0)*A + (25.0)*B*√3)+((24.0)*B + (-17.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,988.2685902179844,88.7564434701786
"Gamma1","((60.0)*A + (26.5)*B*√3)+((22.5)*B + (-18.0)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,1021.2108765585838,57.05771365940052
"Gamma2","((61.5)*A + (25.5)*B*√3)+((22.5)*B + (-16.5)*A*√3)*i",90,0.0,1.0,-1.0,0.0,1010.2301144450505,76.07695154586739
"Psi","((61.5)*A + (28.0)*B*√3)+((21.0)*B + (-20.5)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,1065.1339250127164,6.339745962155632
"Delta","((61.5)*A + (28.0)*B*√3)+((21.0)*B + (-19.5)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,1065.1339250127164,19.01923788646684
"Psi","((63.0)*A + (28.5)*B*√3)+((22.5)*B + (-20.0)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,1087.0954492397827,31.698729810778076
"Phi","((61.5)*A + (28.5)*B*√3)+((22.5)*B + (-19.5)*A*√3)*i",0,1.0,0.0,0.0,1.0,1076.1146871262495,38.03847577293368
"Sigma","((60.0)*A + (28.5)*B*√3)+((22.5)*B + (-20.0)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,1065.1339250127164,31.698729810778076
"Pi","((60.0)*A + (27.5)*B*√3)+((22.5)*B + (-19.0)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,1043.17240078565,44.37822173508931
"Phi","((60.0)*A + (27.5)*B*√3)+((22.5)*B + (-20.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,1043.17240078565,31.698729810778076
"Gamma1","((58.5)*A + (27.5)*B*√3)-((-19.5)*B + (20.5)*A*√3)*i",0,1.0,0.0,0.0,1.0,1032.1916386721168,-12.679491924311208
"Gamma2","((61.5)*A + (27.0)*B*√3)+((21.0)*B + (-20.5)*A*√3)*i",30,0.8660254037844386,0.5,-0.5,0.8660254037844386,1043.17240078565,6.339745962155632
"Pi","((57.0)*A + (28.0)*B*√3)-((-18.0)*B + (21.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,1032.191638672117,-38.03847577293368
"Delta","((55.5)*A + (28.0)*B*√3)-((-18.0)*B + (21.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,1021.2108765585838,-44.378221735089255
"Theta","((55.5)*A + (27.0)*B*√3)-((-18.0)*B + (21.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,999.2493523315175,-44.378221735089255
"Sigma","((57.0)*A + (27.0)*B*√3)-((-18.0)*B + (22.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,1010.2301144450505,-50.71796769724489
"Xi","((55.5)*A + (27.5)*B*√3)-((-16.5)*B + (22.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,1010.2301144450505,-76.07695154586736
"Phi","((57.0)*A + (27.5)*B*√3)-((-16.5)*B + (22.0)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,1021.2108765585838,-69.73720558371173
"Gamma1","((58.5)*A + (29.0)*B*√3)-((-18.0)*B + (22.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,1065.1339250127164,-57.05771365940052
"Gamma2","((57.0)*A + (28.5)*B*√3)-((-16.5)*B + (21.0)*A*√3)*i",150,-0.8660254037844386,0.5,-0.5,-0.8660254037844386,1043.17240078565,-57.05771365940052
"Psi","((58.5)*A + (30.5)*B*√3)-((-16.5)*B + (24.5)*A*√3)*i",0,1.0,0.0,0.0,1.0,1098.0762113533158,-101.43593539448977
"Delta","((57.0)*A + (30.5)*B*√3)-((-16.5)*B + (25.0)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,1087.0954492397827,-107.7756813566454
"Xi","((57.0)*A + (29.5)*B*√3)-((-16.5)*B + (24.0)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,1065.1339250127164,-95.0961894323342
"Phi","((57.0)*A + (29.5)*B*√3)-((-16.5)*B + (25.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,1065.1339250127164,-107.7756813566454
"Sigma","((58.5)*A + (29.5)*B*√3)-((-16.5)*B + (25.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,1076.1146871262497,-114.11542731880098
"Psi","((57.0)*A + (30.0)*B*√3)-((-15.0)*B + (26.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,1076.1146871262495,-139.47441116742345
