label,"transform  {A:7.320508075688773, B:12.679491924311227}",angle,transform[0].x,transform[0].y,transform[1].x,transform[1].y,transform[2].x,transform[2].y
"Phi","((81.0)*A + (12.5)*B*√3)+((61.5)*B + (13.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,867.4802069691196,944.6221483611864
"Sigma","((82.5)*A + (12.5)*B*√3)+((61.5)*B + (12.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,878.4609690826528,938.2824023990307
"Psi","((81.0)*A + (13.0)*B*√3)+((60.0)*B + (12.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,878.4609690826528,912.9234185504083
"Phi","((82.5)*A + (13.0)*B*√3)+((60.0)*B + (12.5)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,889.4417311961859,919.2631645125639
"Gamma1","((84.0)*A + (14.5)*B*√3)+((61.5)*B + (12.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,933.3647796503185,931.9426564368752
"Gamma2","((82.5)*A + (14.0)*B*√3)+((60.0)*B + (13.5)*A*√3)*i",150,-0.8660254037844386,0.5,-0.5,-0.8660254037844386,911.4032554232523,931.9426564368752
"Xi","((88.5)*A + (16.0)*B*√3)+((63.0)*B + (11.5)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,999.2493523315175,944.6221483611864
"Delta","((87.0)*A + (16.0)*B*√3)+((63.0)*B + (12.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,988.2685902179844,950.961894323342
"Xi","((88.5)*A + (15.5)*B*√3)+((64.5)*B + (12.5)*A*√3)*i",0,1.0,0.0,0.0,1.0,988.2685902179844,976.3208781719644
"Phi","((87.0)*A + (15.5)*B*√3)+((64.5)*B + (12.0)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,977.2878281044513,969.9811322098088
"Sigma","((87.0)*A + (15.5)*B*√3)+((64.5)*B + (11.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,977.2878281044513,957.3016402854976
"Pi","((85.5)*A + (15.0)*B*√3)+((63.0)*B + (11.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,955.3263038773848,944.6221483611864
"Phi","((87.0)*A + (15.0)*B*√3)+((63.0)*B + (11.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,966.3070659909181,938.2824023990307
"Gamma1","((87.0)*A + (16.5)*B*√3)+((61.5)*B + (10.0)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,999.2493523315175,906.5836725882527
"Gamma2","((88.5)*A + (15.5)*B*√3)+((61.5)*B + (11.5)*A*√3)*i",90,0.0,1.0,-1.0,0.0,988.2685902179844,925.6029104747195
"Psi","((93.0)*A + (15.5)*B*√3)+((67.5)*B + (14.0)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,1021.2108765585839,1033.378591831365
"Delta","((91.5)*A + (15.5)*B*√3)+((67.5)*B + (14.5)*A*√3)*i",0,1.0,0.0,0.0,1.0,1010.2301144450507,1039.7183377935205
"Pi","((93.0)*A + (15.0)*B*√3)+((69.0)*B + (15.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,1010.2301144450507,1065.077321642143
"Phi","((91.5)*A + (15.0)*B*√3)+((69.0)*B + (14.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,999.2493523315175,1058.7375756799875
"Sigma","((91.5)*A + (15.0)*B*√3)+((69.0)*B + (13.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,999.2493523315175,1046.058083755676
"Psi","((90.0)*A + (14.5)*B*√3)+((67.5)*B + (14.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,977.2878281044511,1033.378591831365
"Phi","((91.5)*A + (14.5)*B*√3)+((67.5)*B + (13.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,988.2685902179844,1027.0388458692094
"Gamma1","((91.5)*A + (16.0)*B*√3)+((66.0)*B + (12.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,1021.2108765585838,995.3401160584312
"Gamma2","((93.0)*A + (15.0)*B*√3)+((66.0)*B + (14.0)*A*√3)*i",90,0.0,1.0,-1.0,0.0,1010.2301144450507,1014.3593539448981
"Psi","((93.0)*A + (17.5)*B*√3)+((64.5)*B + (10.0)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,1065.1339250127164,944.6221483611864
"Delta","((93.0)*A + (17.5)*B*√3)+((64.5)*B + (11.0)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,1065.1339250127164,957.3016402854976
"Psi","((94.5)*A + (18.0)*B*√3)+((66.0)*B + (10.5)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,1087.0954492397827,969.9811322098088
"Phi","((93.0)*A + (18.0)*B*√3)+((66.0)*B + (11.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,1076.1146871262497,976.3208781719644
"Sigma","((91.5)*A + (18.0)*B*√3)+((66.0)*B + (10.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,1065.1339250127164,969.9811322098088
"Pi","((91.5)*A + (17.0)*B*√3)+((66.0)*B + (11.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,1043.17240078565,982.6606241341201
"Phi","((91.5)*A + (17.0)*B*√3)+((66.0)*B + (10.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,1043.17240078565,969.9811322098088
"Gamma1","((90.0)*A + (17.0)*B*√3)+((63.0)*B + (10.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,1032.191638672117,925.6029104747196
"Gamma2","((93.0)*A + (16.5)*B*√3)+((64.5)*B + (10.0)*A*√3)*i",30,0.8660254037844386,0.5,-0.5,0.8660254037844386,1043.17240078565,944.6221483611864
"Xi","((87.0)*A + (17.0)*B*√3)+((60.0)*B + (8.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,1010.2301144450507,862.2054508531634
"Delta","((88.5)*A + (17.0)*B*√3)+((60.0)*B + (8.5)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,1021.2108765585839,868.5451968153191
"Xi","((88.5)*A + (18.0)*B*√3)+((60.0)*B + (7.5)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,1043.17240078565,855.8657048910078
"Phi","((88.5)*A + (18.0)*B*√3)+((60.0)*B + (8.5)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,1043.17240078565,868.5451968153191
"Sigma","((87.0)*A + (18.0)*B*√3)+((60.0)*B + (9.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,1032.191638672117,874.8849427774746
"Pi","((88.5)*A + (17.5)*B*√3)+((61.5)*B + (9.5)*A*√3)*i",0,1.0,0.0,0.0,1.0,1032.191638672117,900.243926626097
"Lambda","((87.0)*A + (17.5)*B*√3)+((61.5)*B + (9.0)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,1021.2108765585838,893.9041806639415
"Gamma1","((85.5)*A + (16.0)*B*√3)+((60.0)*B + (9.5)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,977.2878281044511,881.2246887396302
"Gamma2","((87.0)*A + (16.5)*B*√3)+((61.5)*B + (8.0)*A*√3)*i",-30,0.8660254037844386,-0.5,0.5,0.8660254037844386,999.2493523315175,881.2246887396302
"Psi","((88.5)*A + (19.5)*B*√3)+((58.5)*B + (4.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,1076.1146871262497,798.8079912316073
"Delta","((90.0)*A + (19.5)*B*√3)+((58.5)*B + (5.0)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,1087.0954492397827,805.1477371937629
"Psi","((90.0)*A + (20.5)*B*√3)+((58.5)*B + (4.0)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,1109.0569734668493,792.4682452694517
"Phi","((90.0)*A + (20.5)*B*√3)+((58.5)*B + (5.0)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,1109.0569734668493,805.1477371937629
"Sigma","((88.5)*A + (20.5)*B*√3)+((58.5)*B + (5.5)*A*√3)*i",0,1.0,0.0,0.0,1.0,1098.076211353316,811.4874831559185
"Psi","((90.0)*A + (20.0)*B*√3)+((60.0)*B + (6.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,1098.076211353316,836.846467004541
"Phi","((88.5)*A + (20.0)*B*√3)+((60.0)*B + (5.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,1087.0954492397827,830.5067210423854
"Gamma1","((87.0)*A + (18.5)*B*√3)+((58.5)*B + (6.0)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,1043.17240078565,817.8272291180741
"Gamma2","((88.5)*A + (19.0)*B*√3)+((60.0)*B + (4.5)*A*√3)*i",-30,0.8660254037844386,-0.5,0.5,0.8660254037844386,1065.1339250127164,817.8272291180741
"Psi","((82.5)*A + (17.0)*B*√3)+((57.0)*B + (6.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,977.2878281044513,805.1477371937629
"Delta","((84.0)*A + (17.0)*B*√3)+((57.0)*B + (6.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,988.2685902179844,798.8079912316073
"Psi","((82.5)*A + (17.5)*B*√3)+((55.5)*B + (5.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,988.2685902179844,773.4490073829849
"Phi","((84.0)*A + (17.5)*B*√3)+((55.5)*B + (6.0)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,999.2493523315175,779.7887533451404
"Sigma","((84.0)*A + (17.5)*B*√3)+((55.5)*B + (7.0)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,999.2493523315175,792.4682452694517
"Pi","((85.5)*A + (18.0)*B*√3)+((57.0)*B + (6.5)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,1021.2108765585838,805.1477371937629
"Phi","((84.0)*A + (18.0)*B*√3)+((57.0)*B + (7.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,1010.2301144450507,811.4874831559185
"Gamma1","((84.0)*A + (16.5)*B*√3)+((58.5)*B + (8.0)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,977.2878281044511,843.1862129666965
"Gamma2","((82.5)*A + (17.5)*B*√3)+((58.5)*B + (6.5)*A*√3)*i",-90,0.0,-1.0,1.0,0.0,988.2685902179844,824.1669750802297
"Pi","((84.0)*A + (15.5)*B*√3)+((58.5)*B + (9.0)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,955.3263038773849,855.8657048910078
"Delta","((84.0)*A + (15.5)*B*√3)+((58.5)*B + (10.0)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,955.3263038773849,868.5451968153191
"Theta","((84.0)*A + (16.0)*B*√3)+((60.0)*B + (10.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,966.3070659909181,887.5644347017859
"Sigma","((82.5)*A + (16.0)*B*√3)+((60.0)*B + (9.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,955.3263038773848,881.2246887396302
"Xi","((82.5)*A + (15.0)*B*√3)+((60.0)*B + (10.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,933.3647796503185,893.9041806639415
"Phi","((82.5)*A + (15.0)*B*√3)+((60.0)*B + (9.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,933.3647796503185,881.2246887396302
"Gamma1","((81.0)*A + (15.0)*B*√3)+((57.0)*B + (9.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,922.3840175367854,836.846467004541
"Gamma2","((84.0)*A + (14.5)*B*√3)+((58.5)*B + (9.0)*A*√3)*i",30,0.8660254037844386,0.5,-0.5,0.8660254037844386,933.3647796503185,855.8657048910078
"Psi","((61.5)*A + (9.0)*B*√3)+((48.0)*B + (11.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,647.8649646984563,754.429769496518
"Delta","((61.5)*A + (9.0)*B*√3)+((48.0)*B + (10.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,647.8649646984563,741.7502775722068
"Psi","((60.0)*A + (8.5)*B*√3)+((46.5)*B + (11.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,625.90344047139,729.0707856478955
"Phi","((61.5)*A + (8.5)*B*√3)+((46.5)*B + (10.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,636.8842025849233,722.7310396857399
"Sigma","((63.0)*A + (8.5)*B*√3)+((46.5)*B + (11.0)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,647.8649646984563,729.0707856478955
"Psi","((63.0)*A + (9.5)*B*√3)+((46.5)*B + (10.0)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,669.8264889255227,716.3912937235843
"Phi","((63.0)*A + (9.5)*B*√3)+((46.5)*B + (11.0)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,669.8264889255227,729.0707856478955
"Gamma1","((64.5)*A + (9.5)*B*√3)+((49.5)*B + (11.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,680.8072510390558,773.4490073829847
"Gamma2","((61.5)*A + (10.0)*B*√3)+((48.0)*B + (11.5)*A*√3)*i",-150,-0.8660254037844386,-0.5,0.5,-0.8660254037844386,669.8264889255227,754.429769496518
"Xi","((67.5)*A + (9.5)*B*√3)+((52.5)*B + (13.5)*A*√3)*i",0,1.0,0.0,0.0,1.0,702.7687752661221,836.846467004541
"Delta","((66.0)*A + (9.5)*B*√3)+((52.5)*B + (13.0)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,691.788013152589,830.5067210423854
"Xi","((66.0)*A + (8.5)*B*√3)+((52.5)*B + (14.0)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,669.8264889255227,843.1862129666965
"Phi","((66.0)*A + (8.5)*B*√3)+((52.5)*B + (13.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,669.8264889255227,830.5067210423854
"Sigma","((67.5)*A + (8.5)*B*√3)+((52.5)*B + (12.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,680.8072510390559,824.1669750802297
"Pi","((66.0)*A + (9.0)*B*√3)+((51.0)*B + (12.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,680.8072510390558,798.8079912316073
"Phi","((67.5)*A + (9.0)*B*√3)+((51.0)*B + (12.5)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,691.788013152589,805.1477371937629
"Gamma1","((69.0)*A + (10.5)*B*√3)+((52.5)*B + (12.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,735.7110616067216,817.8272291180741
"Gamma2","((67.5)*A + (10.0)*B*√3)+((51.0)*B + (13.5)*A*√3)*i",150,-0.8660254037844386,0.5,-0.5,-0.8660254037844386,713.7495373796553,817.8272291180741
"Psi","((66.0)*A + (7.0)*B*√3)+((54.0)*B + (17.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,636.8842025849233,900.243926626097
"Delta","((64.5)*A + (7.0)*B*√3)+((54.0)*B + (16.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,625.90344047139,893.9041806639415
"Psi","((64.5)*A + (6.0)*B*√3)+((54.0)*B + (17.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,603.9419162443237,906.5836725882527
"Phi","((64.5)*A + (6.0)*B*√3)+((54.0)*B + (16.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,603.9419162443237,893.9041806639415
"Sigma","((66.0)*A + (6.0)*B*√3)+((54.0)*B + (16.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,614.9226783578569,887.5644347017858
"Psi","((64.5)*A + (6.5)*B*√3)+((52.5)*B + (15.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,614.9226783578569,862.2054508531634
"Phi","((66.0)*A + (6.5)*B*√3)+((52.5)*B + (16.0)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,625.90344047139,868.5451968153191
"Gamma1","((67.5)*A + (8.0)*B*√3)+((54.0)*B + (15.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,669.8264889255227,881.2246887396302
"Gamma2","((66.0)*A + (7.5)*B*√3)+((52.5)*B + (17.0)*A*√3)*i",150,-0.8660254037844386,0.5,-0.5,-0.8660254037844386,647.8649646984563,881.2246887396302
"Psi","((72.0)*A + (9.5)*B*√3)+((55.5)*B + (15.0)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,735.7110616067217,893.9041806639415
"Delta","((70.5)*A + (9.5)*B*√3)+((55.5)*B + (15.5)*A*√3)*i",0,1.0,0.0,0.0,1.0,724.7302994931886,900.243926626097
"Psi","((72.0)*A + (9.0)*B*√3)+((57.0)*B + (16.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,724.7302994931886,925.6029104747195
"Phi","((70.5)*A + (9.0)*B*√3)+((57.0)*B + (15.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,713.7495373796554,919.2631645125639
"Sigma","((70.5)*A + (9.0)*B*√3)+((57.0)*B + (14.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,713.7495373796554,906.5836725882527
"Pi","((69.0)*A + (8.5)*B*√3)+((55.5)*B + (15.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,691.788013152589,893.9041806639415
"Phi","((70.5)*A + (8.5)*B*√3)+((55.5)*B + (14.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,702.7687752661222,887.5644347017858
"Gamma1","((70.5)*A + (10.0)*B*√3)+((54.0)*B + (13.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,735.7110616067217,855.8657048910078
"Gamma2","((72.0)*A + (9.0)*B*√3)+((54.0)*B + (15.0)*A*√3)*i",90,0.0,1.0,-1.0,0.0,724.7302994931886,874.8849427774746
"Xi","((72.0)*A + (11.5)*B*√3)+((52.5)*B + (11.0)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,779.6341100608544,805.1477371937629
"Delta","((72.0)*A + (11.5)*B*√3)+((52.5)*B + (12.0)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,779.6341100608544,817.8272291180741
"Xi","((73.5)*A + (12.0)*B*√3)+((54.0)*B + (11.5)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,801.5956342879206,830.5067210423854
"Phi","((72.0)*A + (12.0)*B*√3)+((54.0)*B + (12.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,790.6148721743875,836.846467004541
"Sigma","((70.5)*A + (12.0)*B*√3)+((54.0)*B + (11.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,779.6341100608543,830.5067210423854
"Pi","((70.5)*A + (11.0)*B*√3)+((54.0)*B + (12.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,757.672585833788,843.1862129666965
"Lambda","((70.5)*A + (11.0)*B*√3)+((54.0)*B + (11.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,757.672585833788,830.5067210423854
"Gamma1","((69.0)*A + (11.0)*B*√3)+((51.0)*B + (11.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,746.6918237202549,786.128499307296
"Gamma2","((72.0)*A + (10.5)*B*√3)+((52.5)*B + (11.0)*A*√3)*i",30,0.8660254037844386,0.5,-0.5,0.8660254037844386,757.672585833788,805.1477371937629
"Psi","((78.0)*A + (13.5)*B*√3)+((55.5)*B + (10.0)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,867.4802069691195,830.5067210423854
"Delta","((78.0)*A + (13.5)*B*√3)+((55.5)*B + (11.0)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,867.4802069691195,843.1862129666965
"Xi","((79.5)*A + (14.0)*B*√3)+((57.0)*B + (10.5)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,889.441731196186,855.8657048910078
"Phi","((78.0)*A + (14.0)*B*√3)+((57.0)*B + (11.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,878.4609690826528,862.2054508531634
"Sigma","((76.5)*A + (14.0)*B*√3)+((57.0)*B + (10.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,867.4802069691196,855.8657048910078
"Psi","((76.5)*A + (13.0)*B*√3)+((57.0)*B + (11.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,845.5186827420532,868.5451968153191
"Phi","((76.5)*A + (13.0)*B*√3)+((57.0)*B + (10.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,845.5186827420532,855.8657048910078
"Gamma1","((75.0)*A + (13.0)*B*√3)+((54.0)*B + (10.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,834.5379206285202,811.4874831559185
"Gamma2","((78.0)*A + (12.5)*B*√3)+((55.5)*B + (10.0)*A*√3)*i",30,0.8660254037844386,0.5,-0.5,0.8660254037844386,845.5186827420533,830.5067210423854
"Psi","((72.0)*A + (13.0)*B*√3)+((51.0)*B + (8.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,812.5763964014538,748.0900235343623
"Delta","((73.5)*A + (13.0)*B*√3)+((51.0)*B + (8.5)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,823.5571585149869,754.429769496518
"Psi","((73.5)*A + (14.0)*B*√3)+((51.0)*B + (7.5)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,845.5186827420533,741.7502775722068
"Phi","((73.5)*A + (14.0)*B*√3)+((51.0)*B + (8.5)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,845.5186827420533,754.429769496518
"Sigma","((72.0)*A + (14.0)*B*√3)+((51.0)*B + (9.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,834.5379206285202,760.7695154586736
"Pi","((73.5)*A + (13.5)*B*√3)+((52.5)*B + (9.5)*A*√3)*i",0,1.0,0.0,0.0,1.0,834.5379206285202,786.128499307296
"Phi","((72.0)*A + (13.5)*B*√3)+((52.5)*B + (9.0)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,823.5571585149869,779.7887533451404
"Gamma1","((70.5)*A + (12.0)*B*√3)+((51.0)*B + (9.5)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,779.6341100608543,767.1092614208292
"Gamma2","((72.0)*A + (12.5)*B*√3)+((52.5)*B + (8.0)*A*√3)*i",-30,0.8660254037844386,-0.5,0.5,0.8660254037844386,801.5956342879207,767.1092614208292
"Pi","((69.0)*A + (11.5)*B*√3)+((49.5)*B + (10.0)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,757.6725858337879,754.429769496518
"Delta","((67.5)*A + (11.5)*B*√3)+((49.5)*B + (10.5)*A*√3)*i",0,1.0,0.0,0.0,1.0,746.6918237202548,760.7695154586736
"Theta","((67.5)*A + (11.0)*B*√3)+((51.0)*B + (10.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,735.7110616067216,779.7887533451404
"Sigma","((67.5)*A + (11.0)*B*√3)+((51.0)*B + (9.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,735.7110616067216,767.1092614208292
"Xi","((66.0)*A + (10.5)*B*√3)+((49.5)*B + (10.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,713.7495373796553,754.429769496518
"Phi","((67.5)*A + (10.5)*B*√3)+((49.5)*B + (9.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,724.7302994931885,748.0900235343623
"Gamma1","((67.5)*A + (12.0)*B*√3)+((48.0)*B + (8.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,757.6725858337879,716.3912937235843
"Gamma2","((69.0)*A + (11.0)*B*√3)+((48.0)*B + (10.0)*A*√3)*i",90,0.0,1.0,-1.0,0.0,746.6918237202549,735.4105316100512
"Psi","((54.0)*A + (13.5)*B*√3)+((34.5)*B)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,691.788013152589,437.4424713887373
"Delta","((55.5)*A + (13.5)*B*√3)+((34.5)*B + (-0.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,702.7687752661221,431.1027254265817
"Pi","((54.0)*A + (14.0)*B*√3)+((33.0)*B + (-1.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,702.7687752661222,405.74374157795927
"Phi","((55.5)*A + (14.0)*B*√3)+((33.0)*B + (-0.5)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,713.7495373796553,412.08348754011485
"Sigma","((55.5)*A + (14.0)*B*√3)+((33.0)*B + (0.5)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,713.7495373796553,424.7629794644261
"Psi","((57.0)*A + (14.5)*B*√3)+((34.5)*B)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,735.7110616067216,437.4424713887373
"Phi","((55.5)*A + (14.5)*B*√3)+((34.5)*B + (0.5)*A*√3)*i",0,1.0,0.0,0.0,1.0,724.7302994931885,443.78221735089295
"Gamma1","((55.5)*A + (13.0)*B*√3)+((36.0)*B + (1.5)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,691.788013152589,475.480947161671
"Gamma2","((54.0)*A + (14.0)*B*√3)+((36.0)*B)*i",-90,0.0,-1.0,1.0,0.0,702.7687752661222,456.46170927520416
"Xi","((54.0)*A + (11.5)*B*√3)+((37.5)*B + (4.0)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,647.8649646984563,526.1989148589159
"Delta","((54.0)*A + (11.5)*B*√3)+((37.5)*B + (3.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,647.8649646984563,513.5194229346047
"Xi","((52.5)*A + (11.0)*B*√3)+((36.0)*B + (3.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,625.90344047139,500.83993101029347
"Phi","((54.0)*A + (11.0)*B*√3)+((36.0)*B + (3.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,636.8842025849233,494.50018504813784
"Sigma","((55.5)*A + (11.0)*B*√3)+((36.0)*B + (3.5)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,647.8649646984563,500.83993101029347
"Pi","((55.5)*A + (12.0)*B*√3)+((36.0)*B + (2.5)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,669.8264889255227,488.1604390859822
